mandate_id,mandate,poll_id,vote,reason_no_show,reason_no_show_other,politician name
68404,Thomas Bareiß (Bundestag 2025 - 2029),6147,yes,,,Thomas Bareiß
68405,Sören Bartol (Bundestag 2025 - 2029),6147,yes,,,Sören Bartol
68406,Dietmar Bartsch (Bundestag 2025 - 2029),6147,no_show,,,Dietmar Bartsch
68407,Bärbel Bas (Bundestag 2025 - 2029),6147,yes,,,Bärbel Bas
68408,Marcel Bauer (Bundestag 2025 - 2029),6147,no,,,Marcel Bauer
68409,Christina Baum (Bundestag 2025 - 2029),6147,no,,,Christina Baum
68410,Bernd Baumann (Bundestag 2025 - 2029),6147,no,,,Bernd Baumann
68411,Günter Baumgartner (Bundestag 2025 - 2029),6147,yes,,,Günter Baumgartner
68412,Katharina Beck (Bundestag 2025 - 2029),6147,no_show,,,Katharina Beck
68413,Carsten Becker (Bundestag 2025 - 2029),6147,no_show,,,Carsten Becker
68414,Desiree Becker (Bundestag 2025 - 2029),6147,no,,,Desiree Becker
68416,Jens Behrens (Bundestag 2025 - 2029),6147,yes,,,Jens Behrens
68417,Lukas Benner (Bundestag 2025 - 2029),6147,yes,,,Lukas Benner
68418,Marc Bernhard (Bundestag 2025 - 2029),6147,no,,,Marc Bernhard
68419,Melanie Bernstein (Bundestag 2025 - 2029),6147,yes,,,Melanie Bernstein
68420,Birgit Bessin (Bundestag 2025 - 2029),6147,no_show,,,Birgit Bessin
68421,Daniel Bettermann (Bundestag 2025 - 2029),6147,yes,,,Daniel Bettermann
68422,Lorenz Gösta Beutin (Bundestag 2025 - 2029),6147,no,,,Lorenz Gösta Beutin
68423,Peter Beyer (Bundestag 2025 - 2029),6147,yes,,,Peter Beyer
68424,Marc Biadacz (Bundestag 2025 - 2029),6147,yes,,,Marc Biadacz
68425,Steffen Bilger (Bundestag 2025 - 2029),6147,yes,,,Steffen Bilger
68426,Florian Bilic (Bundestag 2025 - 2029),6147,yes,,,Florian Bilic
68427,Christoph Birghan (Bundestag 2025 - 2029),6147,no,,,Christoph Birghan
68428,Jakob Blankenburg (Bundestag 2025 - 2029),6147,yes,,,Jakob Blankenburg
68429,Andreas Bleck (Bundestag 2025 - 2029),6147,no,,,Andreas Bleck
68430,Joachim Bloch (Bundestag 2025 - 2029),6147,no,,,Joachim Bloch
68431,Michael Blos (Bundestag 2025 - 2029),6147,no,,,Michael Blos
68432,René Bochmann (Bundestag 2025 - 2029),6147,no,,,René Bochmann
68433,Violetta Bock (Bundestag 2025 - 2029),6147,no,,,Violetta Bock
68434,Leif Bodin (Bundestag 2025 - 2029),6147,yes,,,Leif Bodin
68435,Peter Boehringer (Bundestag 2025 - 2029),6147,no,,,Peter Boehringer
68436,Peter Bohnhof (Bundestag 2025 - 2029),6147,no,,,Peter Bohnhof
68437,Gereon Bollmann (Bundestag 2025 - 2029),6147,no,,,Gereon Bollmann
68438,Hendrik Bollmann (Bundestag 2025 - 2029),6147,yes,,,Hendrik Bollmann
68439,Simone Borchardt (Bundestag 2025 - 2029),6147,yes,,,Simone Borchardt
68440,Caroline Bosbach (Bundestag 2025 - 2029),6147,yes,,,Caroline Bosbach
68441,Jorrit Bosch (Bundestag 2025 - 2029),6147,no_show,,,Jorrit Bosch
68462,Janina Böttger (Bundestag 2025 - 2029),6147,no,,,Janina Böttger
68442,Frederik Bouffier (Bundestag 2025 - 2029),6147,yes,,,Frederik Bouffier
68443,Torben Braga (Bundestag 2025 - 2029),6147,no,,,Torben Braga
68444,Michael Brand (Bundestag 2025 - 2029),6147,yes,,,Michael Brand
68445,Dirk Brandes (Bundestag 2025 - 2029),6147,no,,,Dirk Brandes
68446,Reinhard Brandl (Bundestag 2025 - 2029),6147,no_show,,,Reinhard Brandl
68447,Stephan Brandner (Bundestag 2025 - 2029),6147,no,,,Stephan Brandner
68448,Franziska Brantner (Bundestag 2025 - 2029),6147,yes,,,Franziska Brantner
68449,Silvia Breher (Bundestag 2025 - 2029),6147,yes,,,Silvia Breher
68450,Anne-Mieke Bremer (Bundestag 2025 - 2029),6147,no,,,Anne-Mieke Bremer
68451,Ralph Brinkhaus (Bundestag 2025 - 2029),6147,yes,,,Ralph Brinkhaus
68452,Lutz Brinkmann (Bundestag 2025 - 2029),6147,yes,,,Lutz Brinkmann
68453,Carsten Brodesser (Bundestag 2025 - 2029),6147,yes,,,Carsten Brodesser
68457,Marlon Bröhr (Bundestag 2025 - 2029),6147,yes,,,Marlon Bröhr
68454,Victoria Broßart (Bundestag 2025 - 2029),6147,yes,,,Victoria Broßart
68455,Erhard Brucker (Bundestag 2025 - 2029),6147,no,,,Erhard Brucker
68458,Maik Brückner (Bundestag 2025 - 2029),6147,no,,,Maik Brückner
68456,Agnieszka Brugger (Bundestag 2025 - 2029),6147,yes,,,Agnieszka Brugger
68463,Benedikt Büdenbender (Bundestag 2025 - 2029),6147,yes,,,Benedikt Büdenbender
68464,Marcus Bühl (Bundestag 2025 - 2029),6147,no,,,Marcus Bühl
68465,Clara Bünger (Bundestag 2025 - 2029),6147,no,,,Clara Bünger
68459,Yannick Bury (Bundestag 2025 - 2029),6147,no_show,,,Yannick Bury
68466,Isabel Cademartori (Bundestag 2025 - 2029),6147,yes,,,Isabel Cademartori
68467,Sandra Carstensen (Bundestag 2025 - 2029),6147,yes,,,Sandra Carstensen
68468,Lars Castellucci (Bundestag 2025 - 2029),6147,yes,,,Lars Castellucci
68469,Jörg Cezanne (Bundestag 2025 - 2029),6147,no,,,Jörg Cezanne
68470,Tino Chrupalla (Bundestag 2025 - 2029),6147,no,,,Tino Chrupalla
68471,Gitta Connemann (Bundestag 2025 - 2029),6147,yes,,,Gitta Connemann
68472,Agnes Maria Conrad (Bundestag 2025 - 2029),6147,no,,,Agnes Maria Conrad
68473,Jürgen Coße (Bundestag 2025 - 2029),6147,yes,,,Jürgen Coße
68474,Gottfried Curio (Bundestag 2025 - 2029),6147,no,,,Gottfried Curio
68475,Wolfgang Dahler (Bundestag 2025 - 2029),6147,yes,,,Wolfgang Dahler
68476,Janosch Dahmen (Bundestag 2025 - 2029),6147,yes,,,Janosch Dahmen
68953,Christoph de Vries (Bundestag 2025 - 2029),6147,yes,,,Christoph de Vries
68477,Hakan Demir (Bundestag 2025 - 2029),6147,yes,,,Hakan Demir
68478,Ellen Demuth (Bundestag 2025 - 2029),6147,yes,,,Ellen Demuth
68479,Sandra Detzer (Bundestag 2025 - 2029),6147,yes,,,Sandra Detzer
68480,Jan Dieren (Bundestag 2025 - 2029),6147,abstain,,,Jan Dieren
68481,Thomas Dietz (Bundestag 2025 - 2029),6147,no,,,Thomas Dietz
68482,Esther Dilcher (Bundestag 2025 - 2029),6147,yes,,,Esther Dilcher
68483,Jeanne Dillschneider (Bundestag 2025 - 2029),6147,yes,,,Jeanne Dillschneider
68484,Sabine Dittmar (Bundestag 2025 - 2029),6147,yes,,,Sabine Dittmar
68485,Alexander Dobrindt (Bundestag 2025 - 2029),6147,no_show,,,Alexander Dobrindt
68486,Michael Donth (Bundestag 2025 - 2029),6147,yes,,,Michael Donth
68494,Felix Döring (Bundestag 2025 - 2029),6147,yes,,,Felix Döring
68487,Florian Dorn (Bundestag 2025 - 2029),6147,yes,,,Florian Dorn
68846,Catarina dos Santos-Wintz (Bundestag 2025 - 2029),6147,yes,,,Catarina dos Santos-Wintz
68488,Christian Douglas (Bundestag 2025 - 2029),6147,no,,,Christian Douglas
68490,Katharina Dröge (Bundestag 2025 - 2029),6147,no_show,,,Katharina Dröge
68491,Christopher Drößler (Bundestag 2025 - 2029),6147,no,,,Christopher Drößler
68489,Falko Droßmann (Bundestag 2025 - 2029),6147,yes,,,Falko Droßmann
68495,Hülya Düber (Bundestag 2025 - 2029),6147,yes,,,Hülya Düber
68496,Deborah Düring (Bundestag 2025 - 2029),6147,yes,,,Deborah Düring
68492,Hansjörg Durz (Bundestag 2025 - 2029),6147,yes,,,Hansjörg Durz
68493,Timon Dzienus (Bundestag 2025 - 2029),6147,yes,,,Timon Dzienus
68497,Tobias Ebenberger (Bundestag 2025 - 2029),6147,no,,,Tobias Ebenberger
68498,Joachim Ebmeyer (Bundestag 2025 - 2029),6147,yes,,,Joachim Ebmeyer
68499,Harald Ebner (Bundestag 2025 - 2029),6147,yes,,,Harald Ebner
68500,Leon Eckert (Bundestag 2025 - 2029),6147,yes,,,Leon Eckert
68501,Ralph Edelhäußer (Bundestag 2025 - 2029),6147,yes,,,Ralph Edelhäußer
68502,Mirze Edis (Bundestag 2025 - 2029),6147,no,,,Mirze Edis
68503,Lars Ehm (Bundestag 2025 - 2029),6147,yes,,,Lars Ehm
68504,Sonja Eichwede (Bundestag 2025 - 2029),6147,yes,,,Sonja Eichwede
68505,Mandy Eißing (Bundestag 2025 - 2029),6147,no,,,Mandy Eißing
68506,Marcel Emmerich (Bundestag 2025 - 2029),6147,yes,,,Marcel Emmerich
68507,Alexander Engelhard (Bundestag 2025 - 2029),6147,yes,,,Alexander Engelhard
68508,Martina Englhardt-Kopf (Bundestag 2025 - 2029),6147,yes,,,Martina Englhardt-Kopf
68509,Thomas Erndl (Bundestag 2025 - 2029),6147,yes,,,Thomas Erndl
68510,Bastian Alfons Ernst (Bundestag 2025 - 2029),6147,yes,,,Bastian Alfons Ernst
68511,Wiebke Esdar (Bundestag 2025 - 2029),6147,yes,,,Wiebke Esdar
68512,Saskia Esken (Bundestag 2025 - 2029),6147,yes,,,Saskia Esken
68513,Michael Espendiller (Bundestag 2025 - 2029),6147,no,,,Michael Espendiller
68514,Nancy Faeser (Bundestag 2025 - 2029),6147,yes,,,Nancy Faeser
68515,Fabian Fahl (Bundestag 2025 - 2029),6147,no,,,Fabian Fahl
68532,Hermann Färber (Bundestag 2025 - 2029),6147,yes,,,Hermann Färber
68516,Johannes Fechner (Bundestag 2025 - 2029),6147,yes,,,Johannes Fechner
68517,Micha Fehre (Bundestag 2025 - 2029),6147,no,,,Micha Fehre
68518,Uwe Feiler (Bundestag 2025 - 2029),6147,no_show,,,Uwe Feiler
68519,Peter Felser (Bundestag 2025 - 2029),6147,no,,,Peter Felser
68520,Jan Feser (Bundestag 2025 - 2029),6147,no,,,Jan Feser
68521,Thomas Fetsch (Bundestag 2025 - 2029),6147,no,,,Thomas Fetsch
68522,Katrin Fey (Bundestag 2025 - 2029),6147,no,,,Katrin Fey
68523,Sebastian Fiedler (Bundestag 2025 - 2029),6147,yes,,,Sebastian Fiedler
68524,Hauke Finger (Bundestag 2025 - 2029),6147,no,,,Hauke Finger
68525,Simone Fischer (Bundestag 2025 - 2029),6147,abstain,,,Simone Fischer
68526,Uwe Foullong (Bundestag 2025 - 2029),6147,no_show,,,Uwe Foullong
68527,Christoph Frauenpreiß (Bundestag 2025 - 2029),6147,yes,,,Christoph Frauenpreiß
68528,Thorsten Frei (Bundestag 2025 - 2029),6147,no_show,,,Thorsten Frei
68529,Michael Frieser (Bundestag 2025 - 2029),6147,no_show,,,Michael Frieser
68530,Markus Frohnmaier (Bundestag 2025 - 2029),6147,no,,,Markus Frohnmaier
68531,Götz Frömming (Bundestag 2025 - 2029),6147,no,,,Götz Frömming
68533,Rainer Galla (Bundestag 2025 - 2029),6147,no,,,Rainer Galla
68534,Boris Gamanov (Bundestag 2025 - 2029),6147,no,,,Boris Gamanov
68535,Schahina Gambir (Bundestag 2025 - 2029),6147,yes,,,Schahina Gambir
68536,Matthias Gastel (Bundestag 2025 - 2029),6147,yes,,,Matthias Gastel
68537,Alexander Gauland (Bundestag 2025 - 2029),6147,no,,,Alexander Gauland
68538,Kathrin Gebel (Bundestag 2025 - 2029),6147,no,,,Kathrin Gebel
68539,Wilhelm Gebhard (Bundestag 2025 - 2029),6147,yes,,,Wilhelm Gebhard
68540,Thomas Gebhart (Bundestag 2025 - 2029),6147,yes,,,Thomas Gebhart
68541,Jonas Geissler (Bundestag 2025 - 2029),6147,yes,,,Jonas Geissler
68542,Katalin Gennburg (Bundestag 2025 - 2029),6147,no,,,Katalin Gennburg
68543,Martin Gerster (Bundestag 2025 - 2029),6147,yes,,,Martin Gerster
68544,Jan-Niclas Gesenhues (Bundestag 2025 - 2029),6147,yes,,,Jan-Niclas Gesenhues
69006,Alexis Giersch (Bundestag 2025 - 2029),6147,no,,,Alexis Giersch
68545,Vinzenz Glaser (Bundestag 2025 - 2029),6147,no_show,,,Vinzenz Glaser
68546,Ronald Gläser (Bundestag 2025 - 2029),6147,no,,,Ronald Gläser
68547,Angelika Glöckner (Bundestag 2025 - 2029),6147,yes,,,Angelika Glöckner
68548,Hannes Gnauck (Bundestag 2025 - 2029),6147,no,,,Hannes Gnauck
68549,Nicole Gohlke (Bundestag 2025 - 2029),6147,no,,,Nicole Gohlke
68563,Katrin Göring-Eckardt (Bundestag 2025 - 2029),6147,yes,,,Katrin Göring-Eckardt
68564,Christian Görke (Bundestag 2025 - 2029),6147,no,,,Christian Görke
68551,Hans-Jürgen Goßner (Bundestag 2025 - 2029),6147,no,,,Hans-Jürgen Goßner
68550,Kay Gottschalk (Bundestag 2025 - 2029),6147,no,,,Kay Gottschalk
68552,Fabian Gramling (Bundestag 2025 - 2029),6147,yes,,,Fabian Gramling
68559,Inge Gräßle (Bundestag 2025 - 2029),6147,yes,,,Inge Gräßle
68553,Adrian Grasse (Bundestag 2025 - 2029),6147,yes,,,Adrian Grasse
68554,Armin Grau (Bundestag 2025 - 2029),6147,yes,,,Armin Grau
68555,David Gregosz (Bundestag 2025 - 2029),6147,yes,,,David Gregosz
68556,Kerstin Griese (Bundestag 2025 - 2029),6147,yes,,,Kerstin Griese
68557,Christoph Grimm (Bundestag 2025 - 2029),6147,no,,,Christoph Grimm
68558,Rainer Gross (Bundestag 2025 - 2029),6147,no,,,Rainer Gross
68565,Serap Güler (Bundestag 2025 - 2029),6147,yes,,,Serap Güler
68560,Lena Gumnior (Bundestag 2025 - 2029),6147,yes,,,Lena Gumnior
68566,Georg Günther (Bundestag 2025 - 2029),6147,yes,,,Georg Günther
68567,Fritz Güntzler (Bundestag 2025 - 2029),6147,yes,,,Fritz Güntzler
68568,Ates Gürpinar (Bundestag 2025 - 2029),6147,no,,,Ates Gürpinar
68561,Olav Gutting (Bundestag 2025 - 2029),6147,yes,,,Olav Gutting
68562,Gregor Gysi (Bundestag 2025 - 2029),6147,no_show,,,Gregor Gysi
68569,Christian Haase (Bundestag 2025 - 2029),6147,yes,,,Christian Haase
68570,Robert Habeck (Bundestag 2025 - 2029),6147,yes,,,Robert Habeck
68571,Bettina Hagedorn (Bundestag 2025 - 2029),6147,yes,,,Bettina Hagedorn
68572,Florian Hahn (Bundestag 2025 - 2029),6147,yes,,,Florian Hahn
68573,Ingo Hahn (Bundestag 2025 - 2029),6147,no,,,Ingo Hahn
68574,Heiko Hain (Bundestag 2025 - 2029),6147,yes,,,Heiko Hain
68575,Lars Haise (Bundestag 2025 - 2029),6147,no,,,Lars Haise
68576,Metin Hakverdi (Bundestag 2025 - 2029),6147,yes,,,Metin Hakverdi
68577,Mirco Hanker (Bundestag 2025 - 2029),6147,no,,,Mirco Hanker
68578,Jürgen Hardt (Bundestag 2025 - 2029),6147,yes,,,Jürgen Hardt
68579,Sebastian Hartmann (Bundestag 2025 - 2029),6147,yes,,,Sebastian Hartmann
68582,Britta Haßelmann (Bundestag 2025 - 2029),6147,yes,,,Britta Haßelmann
68580,Matthias Hauer (Bundestag 2025 - 2029),6147,yes,,,Matthias Hauer
68581,Jochen Haug (Bundestag 2025 - 2029),6147,no_show,,,Jochen Haug
68583,Mechthild Heil (Bundestag 2025 - 2029),6147,yes,,,Mechthild Heil
68584,Hubertus Heil (Bundestag 2025 - 2029),6147,yes,,,Hubertus Heil
68585,Frauke Heiligenstadt (Bundestag 2025 - 2029),6147,yes,,,Frauke Heiligenstadt
68586,Gabriela Heinrich (Bundestag 2025 - 2029),6147,yes,,,Gabriela Heinrich
68587,Linda Heitmann (Bundestag 2025 - 2029),6147,yes,,,Linda Heitmann
68588,Matthias Helferich (Bundestag 2025 - 2029),6147,no,,,Matthias Helferich
68589,Mark Helfrich (Bundestag 2025 - 2029),6147,yes,,,Mark Helfrich
68590,Udo Hemmelgarn (Bundestag 2025 - 2029),6147,no,,,Udo Hemmelgarn
68591,Marc Henrichmann (Bundestag 2025 - 2029),6147,yes,,,Marc Henrichmann
68592,Stefan Henze (Bundestag 2025 - 2029),6147,no,,,Stefan Henze
68593,Diana Herbstreuth (Bundestag 2025 - 2029),6147,yes,,,Diana Herbstreuth
68594,Mareike Hermeier (Bundestag 2025 - 2029),6147,no,,,Mareike Hermeier
68595,Nadine Heselhaus (Bundestag 2025 - 2029),6147,yes,,,Nadine Heselhaus
68596,Martin Hess (Bundestag 2025 - 2029),6147,no,,,Martin Hess
68597,Nicole Hess (Bundestag 2025 - 2029),6147,no,,,Nicole Hess
68598,Heike Heubach (Bundestag 2025 - 2029),6147,yes,,,Heike Heubach
68599,Moritz Heuberger (Bundestag 2025 - 2029),6147,yes,,,Moritz Heuberger
68600,Ansgar Heveling (Bundestag 2025 - 2029),6147,yes,,,Ansgar Heveling
68601,Susanne Hierl (Bundestag 2025 - 2029),6147,yes,,,Susanne Hierl
68602,Matthias Hiller (Bundestag 2025 - 2029),6147,yes,,,Matthias Hiller
68603,Olaf Hilmer (Bundestag 2025 - 2029),6147,no,,,Olaf Hilmer
68604,Karsten Hilse (Bundestag 2025 - 2029),6147,no,,,Karsten Hilse
68605,Christian Hirte (Bundestag 2025 - 2029),6147,yes,,,Christian Hirte
68617,Nicole Höchst (Bundestag 2025 - 2029),6147,no,,,Nicole Höchst
68607,Philip Hoffmann (Bundestag 2025 - 2029),6147,yes,,,Philip Hoffmann
68606,Alexander Hoffmann (Bundestag 2025 - 2029),6147,yes,,,Alexander Hoffmann
68608,Anton Hofreiter (Bundestag 2025 - 2029),6147,yes,,,Anton Hofreiter
68609,Leif-Erik Holm (Bundestag 2025 - 2029),6147,no,,,Leif-Erik Holm
68610,Hendrik Hoppenstedt (Bundestag 2025 - 2029),6147,yes,,,Hendrik Hoppenstedt
68611,Franziska Hoppermann (Bundestag 2025 - 2029),6147,yes,,,Franziska Hoppermann
68614,Luke Hoß (Bundestag 2025 - 2029),6147,no,,,Luke Hoß
68612,Michael Hose (Bundestag 2025 - 2029),6147,yes,,,Michael Hose
68613,Jasmina Hostert (Bundestag 2025 - 2029),6147,yes,,,Jasmina Hostert
68615,Verena Hubertz (Bundestag 2025 - 2029),6147,yes,,,Verena Hubertz
68616,Gerrit Huy (Bundestag 2025 - 2029),6147,no,,,Gerrit Huy
68618,Cem Ince (Bundestag 2025 - 2029),6147,no,,,Cem Ince
68619,Fabian Jacobi (Bundestag 2025 - 2029),6147,no,,,Fabian Jacobi
68620,Steffen Janich (Bundestag 2025 - 2029),6147,no,,,Steffen Janich
68621,Anne Janssen (Bundestag 2025 - 2029),6147,yes,,,Anne Janssen
68622,Thomas Jarzombek (Bundestag 2025 - 2029),6147,yes,,,Thomas Jarzombek
68623,Alexander Jordan (Bundestag 2025 - 2029),6147,yes,,,Alexander Jordan
68624,Julian Joswig (Bundestag 2025 - 2029),6147,yes,,,Julian Joswig
68625,Andreas Jung (Bundestag 2025 - 2029),6147,no_show,,,Andreas Jung
68626,Frank Junge (Bundestag 2025 - 2029),6147,yes,,,Frank Junge
68627,Robin Jünger (Bundestag 2025 - 2029),6147,no,,,Robin Jünger
68628,Oliver Kaczmarek (Bundestag 2025 - 2029),6147,yes,,,Oliver Kaczmarek
68629,Lamya Kaddor (Bundestag 2025 - 2029),6147,yes,,,Lamya Kaddor
68630,Elisabeth Kaiser (Bundestag 2025 - 2029),6147,no_show,gesetzlicher Mutterschutz,,Elisabeth Kaiser
68631,Maren Kaminski (Bundestag 2025 - 2029),6147,no,,,Maren Kaminski
68632,Nicklas Kappe (Bundestag 2025 - 2029),6147,yes,,,Nicklas Kappe
68633,Kirsten Kappert-Gonther (Bundestag 2025 - 2029),6147,yes,,,Kirsten Kappert-Gonther
68634,Macit Karaahmetoğlu (Bundestag 2025 - 2029),6147,yes,,,Macit Karaahmetoğlu
68635,Anja Karliczek (Bundestag 2025 - 2029),6147,yes,,,Anja Karliczek
68636,Malte Kaufmann (Bundestag 2025 - 2029),6147,no_show,,,Malte Kaufmann
68637,Michael Kaufmann (Bundestag 2025 - 2029),6147,no,,,Michael Kaufmann
68638,Michael Kellner (Bundestag 2025 - 2029),6147,yes,,,Michael Kellner
68639,Ronja Kemmer (Bundestag 2025 - 2029),6147,no_show,,,Ronja Kemmer
68640,Martina Kempf (Bundestag 2025 - 2029),6147,no_show,,,Martina Kempf
68641,Franziska Kersten (Bundestag 2025 - 2029),6147,yes,,,Franziska Kersten
68642,Stefan Keuter (Bundestag 2025 - 2029),6147,no,,,Stefan Keuter
68643,Rocco Kever (Bundestag 2025 - 2029),6147,no,,,Rocco Kever
68644,Misbah Khan (Bundestag 2025 - 2029),6147,yes,,,Misbah Khan
68645,Roderich Kiesewetter (Bundestag 2025 - 2029),6147,yes,,,Roderich Kiesewetter
68646,Michael Kießling (Bundestag 2025 - 2029),6147,yes,,,Michael Kießling
68647,Georg Kippels (Bundestag 2025 - 2029),6147,yes,,,Georg Kippels
68648,Helmut Kleebank (Bundestag 2025 - 2029),6147,yes,,,Helmut Kleebank
68649,Ottilie Klein (Bundestag 2025 - 2029),6147,yes,,,Ottilie Klein
68650,Kurt Klaus Kleinschmidt (Bundestag 2025 - 2029),6147,no,,,Kurt Klaus Kleinschmidt
68651,Lars Klingbeil (Bundestag 2025 - 2029),6147,yes,,,Lars Klingbeil
68653,Julia Klöckner (Bundestag 2025 - 2029),6147,no_show,,,Julia Klöckner
68652,Annika Klose (Bundestag 2025 - 2029),6147,yes,,,Annika Klose
68654,Tim Klüssendorf (Bundestag 2025 - 2029),6147,yes,,,Tim Klüssendorf
68655,Maximilian Kneller (Bundestag 2025 - 2029),6147,no,,,Maximilian Kneller
68656,Sieghard Knodel (Bundestag 2025 - 2029),6147,no_show,,,Sieghard Knodel
68657,Axel Knoerig (Bundestag 2025 - 2029),6147,yes,,,Axel Knoerig
68667,Ferat Koçak (Bundestag 2025 - 2029),6147,no,,,Ferat Koçak
68658,Heinrich Koch (Bundestag 2025 - 2029),6147,no_show,,,Heinrich Koch
68659,Bärbel Kofler (Bundestag 2025 - 2029),6147,yes,,,Bärbel Kofler
68678,Jürgen Kögel (Bundestag 2025 - 2029),6147,no,,,Jürgen Kögel
68679,Achim Köhler (Bundestag 2025 - 2029),6147,no_show,,,Achim Köhler
68680,Cansin Köktürk (Bundestag 2025 - 2029),6147,no,,,Cansin Köktürk
68681,Daniel Kölbl (Bundestag 2025 - 2029),6147,yes,,,Daniel Kölbl
68660,Hans Koller (Bundestag 2025 - 2029),6147,yes,,,Hans Koller
68661,Enrico Komning (Bundestag 2025 - 2029),6147,no,,,Enrico Komning
68682,Anne König (Bundestag 2025 - 2029),6147,yes,,,Anne König
68683,Jörn König (Bundestag 2025 - 2029),6147,no,,,Jörn König
68662,Markus Koob (Bundestag 2025 - 2029),6147,yes,,,Markus Koob
68663,Chantal Kopf (Bundestag 2025 - 2029),6147,yes,,,Chantal Kopf
68664,Stefan Korbach (Bundestag 2025 - 2029),6147,yes,,,Stefan Korbach
68684,Carsten Körber (Bundestag 2025 - 2029),6147,yes,,,Carsten Körber
68665,Thomas Korell (Bundestag 2025 - 2029),6147,no,,,Thomas Korell
68685,Konrad Körner (Bundestag 2025 - 2029),6147,yes,,,Konrad Körner
68686,Jan Köstering (Bundestag 2025 - 2029),6147,no,,,Jan Köstering
68666,Steffen Kotré (Bundestag 2025 - 2029),6147,no,,,Steffen Kotré
68668,Rainer Kraft (Bundestag 2025 - 2029),6147,no,,,Rainer Kraft
68669,Maximilian Krah (Bundestag 2025 - 2029),6147,no_show,,,Maximilian Krah
68670,Anette Kramme (Bundestag 2025 - 2029),6147,yes,,,Anette Kramme
68671,Manuel Johannes Krauthausen (Bundestag 2025 - 2029),6147,no,,,Manuel Johannes Krauthausen
68672,Dunja Kreiser (Bundestag 2025 - 2029),6147,yes,,,Dunja Kreiser
68673,Gunther Krichbaum (Bundestag 2025 - 2029),6147,yes,,,Gunther Krichbaum
68674,Lukas Krieger (Bundestag 2025 - 2029),6147,yes,,,Lukas Krieger
68675,Günter Krings (Bundestag 2025 - 2029),6147,yes,,,Günter Krings
68676,Martin Kröber (Bundestag 2025 - 2029),6147,yes,,,Martin Kröber
68677,Tilman Kuban (Bundestag 2025 - 2029),6147,yes,,,Tilman Kuban
68687,Anna Leonore Labitzke Rathert (Bundestag 2025 - 2029),6147,no_show,,,Anna Leonore Labitzke Rathert
68688,Thomas Ladzinski (Bundestag 2025 - 2029),6147,no,,,Thomas Ladzinski
68689,Pierre Lamely (Bundestag 2025 - 2029),6147,no_show,,,Pierre Lamely
68690,Ricarda Lang (Bundestag 2025 - 2029),6147,yes,,,Ricarda Lang
68691,Ulrich Lange (Bundestag 2025 - 2029),6147,yes,,,Ulrich Lange
68692,Armin Laschet (Bundestag 2025 - 2029),6147,yes,,,Armin Laschet
